"jdn"	"julian_year"	"julian_month"	"julian_day"	"month_number"	"month_name"	"month_days"	"new_moon"	"diff"
1605590	-317	11	13	8	"Arahsamnu"	30	1605586.9702530652	3.029746934771538
1605619	-317	12	12	9	"Kislimu"	29	1605616.554287232	2.44571276800707
1605648	-316	1	10	10	"Tebetu"	29	1605646.226872664	1.7731273360550404
1605678	-316	2	9	11	"Shabatu"	30	1605675.95020961	2.049790390068665
1605707	-316	3	9	12	"Addaru"	29	1605705.6716877138	1.3283122861757874
1605737	-316	4	8	1	"Nisanu"	30	1605735.3481041777	1.6518958222586662
1605766	-316	5	7	2	"Aiaru"	29	1605764.9567713873	1.0432286127470434
1605796	-316	6	6	3	"Simanu"	30	1605794.4918316118	1.508168388158083
1605826	-316	7	6	4	"Duzu"	30	1605823.958133156	2.0418668440543115
1605855	-316	8	4	5	"Abu"	29	1605853.369848796	1.630151204066351
1605885	-316	9	3	6	"Ululu"	30	1605882.7514349513	2.248565048677847
1605914	-316	10	2	7	"Tashritu"	29	1605912.1351246694	1.8648753305897117
1605944	-316	11	1	8	"Arahsamnu"	30	1605941.5525215045	2.4474784955382347
1605973	-316	11	30	9	"Kislimu"	29	1605971.0236973618	1.9763026381842792
1606003	-316	12	30	10	"Tebetu"	30	1606000.5511505078	2.448849492240697
1606032	-315	1	28	11	"Shabatu"	29	1606030.1244429536	1.8755570463836193
1606062	-315	2	27	12	"Addaru"	30	1606059.7314160024	2.268583997618407
1606091	-315	3	28	1	"Nisanu"	29	1606089.3635095274	1.6364904725924134
1606121	-315	4	27	2	"Aiaru"	30	1606119.0100745833	1.9899254166521132
1606150	-315	5	26	3	"Simanu"	29	1606148.6507331808	1.349266819190234
1606180	-315	6	25	4	"Duzu"	30	1606178.2577078687	1.7422921312972903
1606210	-315	7	25	5	"Abu"	30	1606207.8095319257	2.190468074288219
1606239	-315	8	23	6	"Ululu"	29	1606237.3046947627	1.6953052373137325
1606269	-315	9	22	7	"Tashritu"	30	1606266.7626154458	2.2373845542315394
1606298	-315	10	21	8	"Arahsamnu"	29	1606296.210457192	1.789542807964608
1606328	-315	11	20	9	"Kislimu"	30	1606325.6656502772	2.334349722834304
1606357	-315	12	19	10	"Tebetu"	29	1606355.128482659	1.8715173408854753
1606387	-314	1	18	11	"Shabatu"	30	1606384.5922814915	2.407718508504331
1606416	-314	2	16	12	"Addaru"	29	1606414.0606633178	1.9393366822041571
1606446	-314	3	18	13	"Addaru₂"	30	1606443.5526683442	2.4473316557705402
1606475	-314	4	16	1	"Nisanu"	29	1606473.0906431293	1.909356870688498
1606505	-314	5	16	2	"Aiaru"	30	1606502.6826088456	2.317391154356301
1606534	-314	6	14	3	"Simanu"	29	1606532.314069075	1.6859309249557555
1606564	-314	7	14	4	"Duzu"	30	1606561.9561351063	2.0438648937270045
1606594	-314	8	13	5	"Abu"	30	1606591.5828056796	2.4171943203546107
1606623	-314	9	11	6	"Ululu"	29	1606621.18184357	1.8181564300321043
1606653	-314	10	11	7	"Tashritu"	30	1606650.751345519	2.24865448102355
1606682	-314	11	9	8	"Arahsamnu"	29	1606680.2886449369	1.7113550631329417
1606712	-314	12	9	9	"Kislimu"	30	1606709.7852403787	2.2147596213035285
1606741	-313	1	7	10	"Tebetu"	29	1606739.2344132636	1.7655867363791913
1606770	-313	2	5	11	"Shabatu"	29	1606768.643046729	1.3569532709661871
1606800	-313	3	7	12	"Addaru"	30	1606798.0346685713	1.9653314286842942
1606829	-313	4	5	1	"Nisanu"	29	1606827.4413412309	1.5586587691213936
1606859	-313	5	5	2	"Aiaru"	30	1606856.891681904	2.108318096026778
1606889	-313	6	4	3	"Simanu"	30	1606886.4030223512	2.5969776487909257
1606918	-313	7	3	4	"Duzu"	29	1606915.9806440347	2.0193559653125703
1606948	-313	8	2	5	"Abu"	30	1606945.620412339	2.379587661009282
1606978	-313	9	1	6	"Ululu"	30	1606975.3084783275	2.6915216725319624
1607007	-313	9	30	7	"Tashritu"	29	1607005.01694109	1.9830589098855853
1607037	-313	10	30	8	"Arahsamnu"	30	1607034.703762957	2.296237043105066
1607066	-313	11	28	9	"Kislimu"	29	1607064.3261499708	1.6738500292412937
1607095	-313	12	27	10	"Tebetu"	29	1607093.8606083803	1.1393916197121143
1607125	-312	1	26	11	"Shabatu"	30	1607123.3107837215	1.6892162784934044
1607154	-312	2	24	12	"Addaru"	29	1607152.69868617	1.3013138300739229
1607184	-312	3	25	1	"Nisanu"	30	1607182.0521162073	1.9478837926872075
1607213	-312	4	23	2	"Aiaru"	29	1607211.3985625228	1.6014374771621078
1607243	-312	5	23	3	"Simanu"	30	1607240.766127583	2.233872416894883
1607273	-312	6	22	4	"Duzu"	30	1607270.1864060285	2.813593971543014
1607302	-312	7	21	5	"Abu"	29	1607299.6928154896	2.307184510398656
1607332	-312	8	20	6	"Ululu"	30	1607329.3096980779	2.6903019221499562
1607361	-312	9	18	7	"Ululu₂"	29	1607359.0333747864	1.9666252136230469
1607391	-312	10	18	8	"Tashritu"	30	1607388.8183976708	2.1816023292485625
1607420	-312	11	16	9	"Arahsamnu"	29	1607418.5903590566	1.4096409433986992
1607450	-312	12	16	10	"Kislimu"	30	1607448.2841494568	1.715850543230772
1607479	-311	1	14	11	"Tebetu"	29	1607477.8715343964	1.1284656035713851
1607509	-311	2	13	12	"Shabatu"	30	1607507.3562646164	1.6437353836372495
1607538	-311	3	14	13	"Addaru"	29	1607536.7555513806	1.244448619429022
1607568	-311	4	13	1	"Nisanu"	30	1607566.0907398995	1.9092601004522294
1607597	-311	5	12	2	"Aiaru"	29	1607595.3894738783	1.610526121687144
1607627	-311	6	11	3	"Simanu"	30	1607624.690160079	2.3098399210721254
1607656	-311	7	10	4	"Duzu"	29	1607654.0412425247	1.958757475251332
1607686	-311	8	9	5	"Abu"	30	1607683.492371148	2.5076288520358503
1607716	-311	9	8	6	"Ululu"	30	1607713.077159835	2.922840164974332
1607745	-311	10	7	7	"Tashritu"	29	1607742.7928182804	2.207181719597429
1607775	-311	11	6	8	"Arahsamnu"	30	1607772.5925056685	2.40749433147721
1607804	-311	12	5	9	"Kislimu"	29	1607802.4039189836	1.5960810163524002
1607834	-310	1	4	10	"Tebetu"	30	1607832.1604583552	1.8395416447892785
1607863	-310	2	2	11	"Shabatu"	29	1607861.818352779	1.1816472210921347
1607893	-310	3	4	12	"Addaru"	30	1607891.3574052567	1.6425947432871908
1607923	-310	4	3	1	"Nisanu"	30	1607920.7793098965	2.2206901034805924
1607952	-310	5	2	2	"Aiaru"	29	1607950.1072498881	1.892750111874193
1607981	-310	5	31	3	"Simanu"	29	1607979.3823493626	1.6176506374031305
1608011	-310	6	30	4	"Duzu"	30	1608008.6561451259	2.3438548741396517
1608041	-310	7	30	5	"Abu"	30	1608037.9812735356	3.0187264643609524
1608070	-310	8	28	6	"Ululu"	29	1608067.4014558801	2.5985441198572516
1608100	-310	9	27	7	"Tashritu"	30	1608096.9419082094	3.0580917906481773
1608129	-310	10	26	8	"Arahsamnu"	29	1608126.603539076	2.3964609240647405
1608159	-310	11	25	9	"Kislimu"	30	1608156.3628777973	2.6371222026646137
1608188	-310	12	24	10	"Tebetu"	29	1608186.1740451532	1.8259548468049616
1608218	-309	1	23	11	"Shabatu"	30	1608215.9721135485	2.027886451454833
1608247	-309	2	21	12	"Addaru"	29	1608245.6877717979	1.3122282021213323
1608277	-309	3	23	13	"Addaru₂"	30	1608275.2744744015	1.7255255985073745
1608307	-309	4	22	1	"Nisanu"	30	1608304.7270317865	2.2729682135395706
1608336	-309	5	21	2	"Aiaru"	29	1608334.0769148194	1.9230851805768907
1608365	-309	6	19	3	"Simanu"	29	1608363.3737351997	1.6262648003175855
1608395	-309	7	19	4	"Duzu"	30	1608392.6678787214	2.3321212786249816
1608424	-309	8	17	5	"Abu"	29	1608422.0003176066	1.9996823933906853
1608454	-309	9	16	6	"Ululu"	30	1608451.4000224713	2.5999775286763906
1608484	-309	10	16	7	"Tashritu"	30	1608480.8873139706	3.112686029402539
1608513	-309	11	14	8	"Arahsamnu"	29	1608510.4770467645	2.5229532355442643
1608543	-309	12	14	9	"Kislimu"	30	1608540.1719767852	2.8280232148244977
1608572	-308	1	12	10	"Tebetu"	29	1608569.9455840392	2.0544159607961774
1608602	-308	2	11	11	"Shabatu"	30	1608599.73462435	2.265375650022179
1608632	-308	3	12	12	"Addaru"	30	1608629.4632613598	2.536738640163094
1608661	-308	4	10	1	"Nisanu"	29	1608659.0824245599	1.9175754401367158
1608691	-308	5	10	2	"Aiaru"	30	1608688.586490425	2.413509574951604
1608720	-308	6	8	3	"Simanu"	29	1608718.001051146	1.9989488539285958
1608749	-308	7	7	4	"Duzu"	29	1608747.362575763	1.6374242370948195
1608779	-308	8	6	5	"Abu"	30	1608776.705202811	2.294797189068049
1608808	-308	9	4	6	"Ululu"	29	1608806.0574714737	1.9425285262987018
1608838	-308	10	4	7	"Tashritu"	30	1608835.4453656503	2.5546343496534973
1608867	-308	11	2	8	"Arahsamnu"	29	1608864.8951248797	2.104875120334327
1608897	-308	12	2	9	"Kislimu"	30	1608894.4292479986	2.5707520013675094
1608926	-308	12	31	10	"Tebetu"	29	1608924.0539712007	1.9460287992842495
1608956	-307	1	30	11	"Shabatu"	30	1608953.7474717703	2.252528229728341
1608985	-307	2	28	12	"Addaru"	29	1608983.4646066185	1.5353933814913034
1609015	-307	3	30	1	"Nisanu"	30	1609013.1584031982	1.841596801765263
1609044	-307	4	28	2	"Aiaru"	29	1609042.7979966179	1.2020033821463585
1609074	-307	5	28	3	"Simanu"	30	1609072.3707228363	1.6292771636508405
1609103	-307	6	26	4	"Duzu"	29	1609101.8759960197	1.1240039803087711
1609133	-307	7	26	5	"Abu"	30	1609131.3217652033	1.678234796738252
1609163	-307	8	25	6	"Ululu"	30	1609160.7254294674	2.2745705326087773
1609192	-307	9	23	7	"Tashritu"	29	1609190.1140228694	1.8859771306160837
1609222	-307	10	23	8	"Arahsamnu"	30	1609219.5187923354	2.481207664590329
1609251	-307	11	21	9	"Kislimu"	29	1609248.9648665015	2.035133498487994
1609281	-307	12	21	10	"Tebetu"	30	1609278.4622824271	2.537717572879046
1609310	-306	1	19	11	"Shabatu"	29	1609308.0058689213	1.9941310787107795
1609340	-306	2	18	12	"Addaru"	30	1609337.584838053	2.415161947021261
1609369	-306	3	19	13	"Addaru₂"	29	1609367.1920052755	1.8079947244841605
1609399	-306	4	18	1	"Nisanu"	30	1609396.822360066	2.1776399340014905
1609428	-306	5	17	2	"Aiaru"	29	1609426.463885138	1.5361148619558662
1609458	-306	6	16	3	"Simanu"	30	1609456.0928449964	1.9071550036314875
1609487	-306	7	15	4	"Duzu"	29	1609485.6818531328	1.318146867211908
1609517	-306	8	14	5	"Abu"	30	1609515.2158861677	1.784113832283765
1609547	-306	9	13	6	"Ululu"	30	1609544.7018535098	2.2981464902404696
1609576	-306	10	12	7	"Tashritu"	29	1609574.162688036	1.8373119640164077
1609606	-306	11	11	8	"Arahsamnu"	30	1609603.620396175	2.379603825043887
1609635	-306	12	10	9	"Kislimu"	29	1609633.0820181696	1.9179818304255605
1609665	-305	1	9	10	"Tebetu"	30	1609662.5416714547	2.458328545326367
1609694	-305	2	7	11	"Shabatu"	29	1609691.9969977778	2.00300222216174
1609724	-305	3	9	12	"Addaru"	30	1609721.4618542544	2.538145745638758
1609753	-305	4	7	1	"Nisanu"	29	1609750.9616963486	2.038303651381284
1609783	-305	5	7	2	"Aiaru"	30	1609780.516574624	2.4834253760054708
1609812	-305	6	5	3	"Simanu"	29	1609810.1261572721	1.8738427278585732
1609842	-305	7	5	4	"Duzu"	30	1609839.7684881731	2.231511826859787
1609871	-305	8	3	5	"Abu"	29	1609869.4134933162	1.586506683845073
1609901	-305	9	2	6	"Ululu"	30	1609899.0391698426	1.9608301573898643
1609931	-305	10	2	7	"Tashritu"	30	1609928.6364517284	2.363548271590844
1609960	-305	10	31	8	"Arahsamnu"	29	1609958.2012820216	1.7987179784104228
1609989	-305	11	29	9	"Kislimu"	29	1609987.7255368254	1.2744631746318191
1610019	-305	12	29	10	"Tebetu"	30	1610017.1990199552	1.8009800447616726
1610048	-304	1	27	11	"Shabatu"	29	1610046.6211423413	1.3788576587103307
1610078	-304	2	26	12	"Addaru"	30	1610076.0089569003	1.991043099667877
1610107	-304	3	26	1	"Nisanu"	29	1610105.3935111095	1.6064888904802501
1610137	-304	4	25	2	"Aiaru"	30	1610134.8085063854	2.191493614576757
1610166	-304	5	24	3	"Simanu"	29	1610164.2796284733	1.7203715266659856
1610196	-304	6	23	4	"Duzu"	30	1610193.8199708387	2.180029161274433
1610226	-304	7	23	5	"Abu"	30	1610223.4311049578	2.568895042175427
1610255	-304	8	21	6	"Ululu"	29	1610253.1043546023	1.8956453977152705
1610285	-304	9	20	7	"Tashritu"	30	1610282.8177893863	2.182210613740608
1610314	-304	10	19	8	"Arahsamnu"	29	1610312.5327405226	1.4672594773583114
1610344	-304	11	18	9	"Kislimu"	30	1610342.2009337118	1.7990662881638855
1610373	-304	12	17	10	"Tebetu"	29	1610371.7848064331	1.215193566866219
1610403	-303	1	16	11	"Shabatu"	30	1610401.274229088	1.7257709119003266
1610432	-303	2	14	12	"Addaru"	29	1610430.6847335724	1.3152664275839925
1610462	-303	3	16	13	"Addaru₂"	30	1610460.0442182508	1.9557817492168397
1610491	-303	4	14	1	"Nisanu"	29	1610489.3824055544	1.6175944455899298
1610521	-303	5	14	2	"Aiaru"	30	1610518.728316011	2.2716839890927076
1610550	-303	6	12	3	"Simanu"	29	1610548.112815403	1.8871845970861614
1610580	-303	7	12	4	"Duzu"	30	1610577.5700448067	2.4299551933072507
1610610	-303	8	11	5	"Abu"	30	1610607.1315746077	2.868425392312929
1610639	-303	9	9	6	"Ululu"	29	1610636.8104022464	2.1895977535750717
1610669	-303	10	9	7	"Tashritu"	30	1610666.5813384138	2.4186615862417966
1610698	-303	11	7	8	"Arahsamnu"	29	1610696.3781221965	1.621877803467214
1610728	-303	12	7	9	"Kislimu"	30	1610726.1230198806	1.8769801193848252
1610757	-302	1	5	10	"Tebetu"	29	1610755.7664588222	1.2335411778185517
1610787	-302	2	4	11	"Shabatu"	30	1610785.298525766	1.701474233996123
1610816	-302	3	5	12	"Addaru"	29	1610814.7330537352	1.26694626477547
1610846	-302	4	4	1	"Nisanu"	30	1610844.0914035921	1.9085964078549296
1610875	-302	5	3	2	"Aiaru"	29	1610873.399038015	1.600961985066533
1610905	-302	6	2	3	"Simanu"	30	1610902.6896260376	2.310373962391168
1610934	-302	7	1	4	"Duzu"	29	1610932.0075253178	1.9924746821634471
1610964	-302	7	31	5	"Abu"	30	1610961.4034904712	2.596509528812021
1610994	-302	8	30	6	"Ululu"	30	1610990.9216848041	3.078315195860341
1611023	-302	9	28	7	"Tashritu"	29	1611020.5793559134	2.420644086552784
1611053	-302	10	28	8	"Arahsamnu"	30	1611050.3499528994	2.6500471006147563
1611082	-302	11	26	9	"Kislimu"	29	1611080.1684450787	1.8315549213439226
1611112	-302	12	26	10	"Tebetu"	30	1611109.9606412724	2.039358727633953
1611141	-301	1	24	11	"Shabatu"	29	1611139.6703183101	1.329681689850986
1611171	-301	2	23	12	"Addaru"	30	1611169.266635585	1.7333644148893654
1611200	-301	3	24	13	"Addaru₂"	29	1611198.7417664689	1.258233531145379
1611230	-301	4	23	1	"Nisanu"	30	1611228.109564353	1.8904356469865888
1611259	-301	5	22	2	"Aiaru"	29	1611257.403683022	1.59631697810255
1611289	-301	6	21	3	"Simanu"	30	1611286.6718160012	2.3281839988194406
1611318	-301	7	20	4	"Duzu"	29	1611315.9671589213	2.032841078704223
1611348	-301	8	19	5	"Abu"	30	1611345.338715532	2.661284467903897
1611378	-301	9	18	6	"Ululu"	30	1611374.82113742	3.1788625800982118
1611407	-301	10	17	7	"Tashritu"	29	1611404.4265768097	2.573423190275207
1611437	-301	11	16	8	"Arahsamnu"	30	1611434.1422713264	2.8577286736108363
1611467	-301	12	16	9	"Kislimu"	30	1611463.9327421489	3.0672578511293977
1611496	-300	1	14	10	"Tebetu"	29	1611493.7421821048	2.2578178951516747
1611526	-300	2	13	11	"Shabatu"	30	1611523.5019829022	2.498017097823322
1611555	-300	3	13	12	"Addaru"	29	1611553.152401093	1.847598907072097
1611585	-300	4	12	1	"Nisanu"	30	1611582.6677512422	2.3322487578261644
1611614	-300	5	11	2	"Aiaru"	29	1611612.0633467822	1.936653217766434
1611643	-300	6	9	3	"Simanu"	29	1611641.382134833	1.617865167092532
1611673	-300	7	9	4	"Duzu"	30	1611670.6756769477	2.324323052307591
1611702	-300	8	7	5	"Abu"	29	1611699.9900006705	2.0099993294570595
1611732	-300	9	6	6	"Ululu"	30	1611729.3589764035	2.641023596515879
1611761	-300	10	5	7	"Tashritu"	29	1611758.8050624905	2.194937509484589
1611791	-300	11	4	8	"Arahsamnu"	30	1611788.3441261614	2.655873838579282
1611820	-300	12	3	9	"Kislimu"	29	1611817.9854659848	2.0145340152084827
1611850	-299	1	2	10	"Tebetu"	30	1611847.7193966052	2.280603394843638
1611880	-299	2	1	11	"Shabatu"	30	1611877.5017622004	2.498237799620256
1611909	-299	3	2	12	"Addaru"	29	1611907.2609437373	1.739056262653321
1611939	-299	4	1	1	"Nisanu"	30	1611936.93285901	2.067140989936888
1611969	-299	5	1	2	"Aiaru"	30	1611966.491311244	2.5086887560319155
1611998	-299	5	30	3	"Simanu"	29	1611995.9486358757	2.05136412428692
1612027	-299	6	28	4	"Duzu"	29	1612025.3374313742	1.662568625761196
1612057	-299	7	28	5	"Abu"	30	1612054.6931069593	2.306893040658906
1612086	-299	8	26	6	"Ululu"	29	1612084.045684873	1.9543151271063834
1612116	-299	9	25	7	"Tashritu"	30	1612113.420244501	2.5797554990276694
1612145	-299	10	24	8	"Arahsamnu"	29	1612142.8409199463	2.159080053679645
1612175	-299	11	23	9	"Kislimu"	30	1612172.3314109403	2.668589059729129
1612204	-299	12	22	10	"Tebetu"	29	1612201.906980039	2.093019960913807
1612234	-298	1	21	11	"Shabatu"	30	1612231.561109641	2.4388903588987887
1612263	-298	2	19	12	"Addaru"	29	1612261.2607791547	1.7392208452802151
1612293	-298	3	21	13	"Addaru₂"	30	1612290.9604607276	2.039539272431284
1612323	-298	4	20	1	"Nisanu"	30	1612320.6230196157	2.3769803843460977
1612352	-298	5	19	2	"Aiaru"	29	1612350.2288163917	1.7711836083326489
1612381	-298	6	17	3	"Simanu"	29	1612379.7719399577	1.228060042252764
1612411	-298	7	17	4	"Duzu"	30	1612409.2548091344	1.745190865593031
1612440	-298	8	15	5	"Abu"	29	1612438.6877551123	1.312244887696579
1612470	-298	9	14	6	"Ululu"	30	1612468.090964535	1.9090354649815708
1612500	-298	10	14	7	"Tashritu"	30	1612497.4925476108	2.5074523892253637
1612529	-298	11	12	8	"Arahsamnu"	29	1612526.9202352425	2.0797647575382143
1612559	-298	12	12	9	"Kislimu"	30	1612556.3909233941	2.6090766058769077
1612588	-297	1	10	10	"Tebetu"	29	1612585.9060154737	2.0939845263492316
1612618	-297	2	9	11	"Shabatu"	30	1612615.4572970772	2.542702922830358
1612647	-297	3	10	12	"Addaru"	29	1612645.0377774118	1.962222588248551
1612677	-297	4	9	1	"Nisanu"	30	1612674.6454469794	2.3545530205592513
1612706	-297	5	8	2	"Aiaru"	29	1612704.27603338	1.7239666199311614
1612736	-297	6	7	3	"Simanu"	30	1612733.9136754174	2.086324582574889
1612765	-297	7	6	4	"Duzu"	29	1612763.5313893291	1.4686106708832085
1612795	-297	8	5	5	"Abu"	30	1612793.104280373	1.895719626918435
1612825	-297	9	4	6	"Ululu"	30	1612822.6250156565	2.374984343536198
1612854	-297	10	3	7	"Tashritu"	29	1612852.1071971843	1.892802815651521
1612884	-297	11	2	8	"Arahsamnu"	30	1612881.5731520262	2.4268479738384485
1612913	-297	12	1	9	"Kislimu"	29	1612911.0365680768	1.9634319231845438
1612942	-297	12	30	10	"Tebetu"	29	1612940.4958497924	1.504150207620114
1612972	-296	1	29	11	"Shabatu"	30	1612969.945252199	2.0547478010412306
1613001	-296	2	27	12	"Addaru"	29	1612999.3916498711	1.6083501288667321
1613031	-296	3	28	1	"Nisanu"	30	1613028.8584850356	2.141514964401722
1613060	-296	4	26	2	"Aiaru"	29	1613058.3732763007	1.626723699271679
1613090	-296	5	26	3	"Simanu"	30	1613087.9497702406	2.0502297594211996
1613120	-296	6	25	4	"Duzu"	30	1613117.5781737496	2.421826250385493
1613149	-296	7	24	5	"Abu"	29	1613147.2308756772	1.769124322803691
1613179	-296	8	23	6	"Ululu"	30	1613176.8788283835	2.1211716164834797
1613208	-296	9	21	7	"Tashritu"	29	1613206.5039044209	1.4960955791175365
1613238	-296	10	21	8	"Arahsamnu"	30	1613236.0975750354	1.9024249645881355
1613267	-296	11	19	9	"Kislimu"	29	1613265.6513921157	1.3486078842543066
1613297	-296	12	19	10	"Tebetu"	30	1613295.1533741513	1.846625848673284
1613326	-295	1	17	11	"Shabatu"	29	1613324.5966300787	1.403369921259582
1613356	-295	2	16	12	"Addaru"	30	1613353.990572581	2.0094274189323187
1613385	-295	3	17	13	"Addaru₂"	29	1613383.3623382375	1.637661762535572
1613415	-295	4	16	1	"Nisanu"	30	1613412.7477632419	2.252236758125946
1613445	-295	5	16	2	"Aiaru"	30	1613442.1794336238	2.8205663762055337
1613474	-295	6	14	3	"Simanu"	29	1613471.6787233541	2.3212766458746046
1613504	-295	7	14	4	"Duzu"	30	1613501.254161024	2.7458389759995043
1613533	-295	8	12	5	"Abu"	29	1613530.9029054255	2.0970945744775236
1613563	-295	9	11	6	"Ululu"	30	1613560.6095177026	2.3904822974000126
1613593	-295	10	11	7	"Tashritu"	30	1613590.3413320624	2.6586679376196116
1613622	-295	11	9	8	"Arahsamnu"	29	1613620.0494107872	1.9505892128217965
1613651	-295	12	8	9	"Kislimu"	29	1613649.6848091132	1.3151908868458122
1613681	-294	1	7	10	"Tebetu"	30	1613679.2213952253	1.778604774735868
1613710	-294	2	5	11	"Shabatu"	29	1613708.6639429713	1.3360570287331939
1613740	-294	3	7	12	"Addaru"	30	1613738.0377722406	1.9622277594171464
1613769	-294	4	5	1	"Nisanu"	29	1613767.3746003206	1.6253996794112027
1613799	-294	5	5	2	"Aiaru"	30	1613796.7054591395	2.294540860457346
1613828	-294	6	3	3	"Simanu"	29	1613826.0611124896	1.9388875104486942
1613858	-294	7	3	4	"Duzu"	30	1613855.4749223082	2.5250776917673647
1613888	-294	8	2	5	"Abu"	30	1613884.9815375337	3.018462466308847
1613917	-294	8	31	6	"Ululu"	29	1613914.6060244092	2.3939755908213556
1613947	-294	9	30	7	"Tashritu"	30	1613944.3438955317	2.6561044682748616
1613976	-294	10	29	8	"Arahsamnu"	29	1613974.1460313078	1.8539686922449619
1614006	-294	11	28	9	"Kislimu"	30	1614003.932306849	2.0676931510679424
1614035	-294	12	27	10	"Tebetu"	29	1614033.6330886655	1.366911334451288
1614065	-293	1	26	11	"Shabatu"	30	1614063.2189613665	1.7810386335477233
1614094	-293	2	24	12	"Addaru"	29	1614092.6954700004	1.3045299996156245
1614124	-293	3	26	1	"Nisanu"	30	1614122.0832766378	1.9167233621701598
